RETAIL STORE DAILY SALES,,,,,,,,
Store #12345,,,,,,,,
Generated: 2026-07-01,,,,,,,,
,,,,,,,,
Date,Receipt,Product Name,Category,Qty,Price,Total Amount,Cost,Payment
2026/01/07,R844959,Bread,Bakery,19,5.12,97.28,71.99,
08-01-2026,R280965,Frozen Pizza,Frozen,16,9.73,155.68,103.97,Mobile
2026-01-08,R744354,Bread,Bakery,6,1.78,10.68,7.42,
"Jan 08, 2026",R166246,Chips,Snacks,14,7.55,105.7,57.56,Mobile
NULL,R611094,Chips,Snacks,17,2.2,37.4,19.92 USD,card
,R698358,Bread,Bakery,17,6.68,113.56,82.39,Card
"Jan 08, 2026",R937228,Canned Soup,Canned Goods,8,3.46,27.68,16.09 EUR,CASH
01/08/26,R384632,Cereal,Breakfast,9,8.31,74.79,46.26,
08-01-2026,R161181,Canned Soup,Canned Goods,12,1.03,12.36,$9.59,
08.01.2026,R913233,Cereal,Breakfast,13,6.97,90.6%,69.88,card
08-01-2026,R605610,Frozen Pizza,Frozen,13,£3.04,39.52,20.79,CASH
08-01-2026,R242609,Canned Soup,Canned Goods,19,9.85,187.15,97.05,
08-01-2026,R621448,Milk,Dairy,7,9.94,69.58,37.49,card
01/08/26,R427359,MILK,Dairy,11,7.76,"85,36",48.0,Cash
2026/01/08,R517987,Soda,Beverages,2,"2,84","5,68",3.6,Card
08/01/2026,R600714,Bread,Bakery,5,4.24,21.2,"13,70",Mobile
08/01/26,R930000,Canned Soup,Canned Goods,13,5.86,76.18,58.5%,Cash
08-01-2026,R766537,Canned Soup,Canned Goods,6,4.92,₺29.52,15.03,
2026-01-08,R349584,  Bread  ,Bakery,8,6.43,51.44,35.19,Cash
-,R555503,Canned Soup,Canned Goods,12,7.82,93.84,70.12,CASH
08 Jan 2026,R358592,  Frozen Pizza  ,Frozen,17,4.64,78.88 USD,55.32,
"Jan 08, 2026",R409284,Soda,Beverages,20,₺1.80,36.0%,$25.89,Card
2026/01/08,R308023,Frozen Pizza,Frozen,14,3.05,42.7,"29,08",card
2026/01/08,R871574,Canned Soup,Canned Goods,16,₺2.95,47.2,24.36,Mobile
N/A,R708447,  Cereal  ,Breakfast,15,2.84 EUR,"42,60",30.3,card
"Jan 08, 2026",R911125,Bread,Bakery,10,5.94,59.4,37.38,card
NULL,R619725,Canned Soup,Canned Goods,7,6.98,48.86,31.97 EUR,Mobile
"Jan 08, 2026",R931284,Soda,Beverages,12,6.75,81.0%,54.09,NA
08/01/26,R937652,Milk,Dairy,18,4.96,89.3%,59.35,
08/01/26,R434402,Frozen Pizza,Frozen,15,4.98,74.7,50.65 EUR,
08 Jan 2026,R723760,Canned Soup,Canned Goods,2,4.56,"9,12",£6.60,CASH
08 Jan 2026,R100725,Bread,Bakery,6,8.38,"50,28",35.49,
01/08/2026,R221417,Canned Soup,Canned Goods,2,2.91,5.82,3.61,card
2026-01-08,R144465,Bread,Bakery,8,7.54,60.32,44.93,Mobile
2026-01-08,R903649,Soda,Beverages,4,3.82,15.3%,NULL,CASH
2026/01/08,R686087,Milk,Dairy,19,4.05,76.95,58.20,
08/01/2026,R804478,Frozen Pizza,Frozen,3,6.38,19.14,13.06,CASH
08.01.2026,R739966,Cereal,Breakfast,19,3.0,57.0,44.38,Cash
08/01/2026,R729316,Canned Soup,Canned Goods,7,7.36,51.52,37.37,Cash
08-01-2026,R601219,Milk,Dairy,19,3.0%,"56,62",$42.12,Cash
01/08/2026,R855829,BREAD,Bakery,16,5.46,₺87.36,57.36,card
nan,R166555,Bread,Bakery,13,6.33,82.29,61.64,card
01/08/26,R881755,Bread,Bakery,5,8.77,43.85,31.27,Card
08/01/26,R835171,Chips,Snacks,19,7.49,142.31,76.95,
null,R193379,Cereal ,Breakfast,4,8.61,34.44,26.33,CASH
08 Jan 2026,R980630,  Bread  ,Bakery,7,8.13,56.91,28.56,CASH
2026/01/08,R131286,Frozen Pizza,Frozen,3,7.23,21.69,14.1,CASH
08/01/26,R973558,Bread,Bakery,19,7.12,135.28,102.12 EUR,Card
01/08/2026,R431555,Frozen Pizza,Frozen,2,$5.38,10.76,5.8%,card
08 Jan 2026,R229460,Frozen Pizza,Frozen,18,3.59,64.62,40.19,card
08/01/26,R518400,Soda,Beverages,13,9.01,117.13,69.82 EUR,Card
08/01/2026,R515062,Cereal,Breakfast,7,3.78,26.46,17.37,card
2026/01/08,R255146,Milk,Dairy,16,7.71,$123.36,92.08,Mobile
"Jan 08, 2026",R288484,Milk ,Dairy,11,2.4%,25.96,19.43,card
2026-01-08,R445387,Bread,Bakery,11,7.95,"87,45",43.94,CASH
08/01/2026,R931342,Cereal,Breakfast,20,3.07,$61.40,42.93,Mobile
"Jan 08, 2026",R975008,Frozen Pizza,Frozen,3,3.53,10.59,5.39,Mobile
01/08/26,R814558,Cereal,Breakfast,18,2.36,$42.48,32.38,card
08/01/26,R909874,Canned Soup,Canned Goods,3,5.52,16.56,11.52,CASH
08.01.2026,R626666,Cereal,Breakfast,14,8.3,116.20 EUR,81.78,Card
08/01/2026,R588574,Canned Soup,Canned Goods,5,2.76,13.8,10.03,Card
08 Jan 2026,R497267,Frozen Pizza,Frozen,18,7.8%,"140,76",₺93.75,card
08/01/26,R477390,Canned Soup,Canned Goods,5,5.86,29.30 USD,23.18 EUR,Mobile
08-01-2026,R103976,Bread,Bakery,12,7.99,95.88,68.34,none
08.01.2026,R384395,Bread,Bakery,1,8.25,8.25,4.33,CASH
"Jan 08, 2026",R272624,Milk,Dairy,3,6.36,19.08,13.04,CASH
08/01/26,R835068,Cereal,Breakfast,20,5.21,104.2,54.98,
01/09/26,R260900,Frozen Pizza,Frozen,14,6.64 TRY,92.96,66.94,Cash
01/09/2026,R340241,Soda,Beverages,7,5.11,₺35.77,28.38,Cash
09/01/26,R585830,Soda,Beverages,9,"6,01",54.09,42.13,Card
09 Jan 2026,R851879,Chips ,Snacks,16,3.3,52.80,33.67,Mobile
09.01.2026,R899599,Canned Soup,Canned Goods,5,2.08,10.4,"8,22",Card
2026-01-09,R521838,Chips,Snacks,9,7.37,66.33,37.45,
09/01/26,R196020,  Chips  ,Snacks,2,"8,99",17.98,11.92,
2026-01-09,R421839,Frozen Pizza,Frozen,10,9.83,£98.30,72.69,Cash
2026/01/09,R700536,Frozen Pizza,Frozen,8,8.10,64.8,37.31,n/a
"Jan 09, 2026",R519167,Milk,Dairy,3,6.6,19.8,12.87,
09/01/26,R124627,Canned Soup,Canned Goods,16,5.29,84.64,51.62,Card
2026-01-09,R134768,Frozen Pizza,Frozen,18,8.2,147.6,81.73,Cash
09.01.2026,R713444,Milk,Dairy,20,1.96,39.2,"23,22",Card
01/09/26,R698408,Bread,Bakery,1,8.78,8.78,5.77,Cash
09/01/2026,R147243,Soda,Beverages,16,3.02,48.32 TRY,"33,75",
01/09/26,R591753,Cereal ,Breakfast,7,5.12,$35.84,22.57,CASH
"Jan 09, 2026",R808761,Cereal,Breakfast,12,4.26 EUR,51.12,36.02,Cash
09/01/2026,R136630,Frozen Pizza,Frozen,6,7.57,45.42,34.29,Mobile
09-01-2026,R996945,Canned Soup,Canned Goods,11,7.06,77.66,49.88,CASH
09.01.2026,R871072,Soda,Beverages,16,1.46,23.36,14.36,
09.01.2026,R435246,Chips,Snacks,13,4.47 TRY,58.11,33.6%,CASH
09-01-2026,R772853,Frozen Pizza,Frozen,5,3.28,16.40 USD,12.01,card
09 Jan 2026,R708536,Soda,Beverages,1,3.13,NULL,2.32,Mobile
09/01/2026,R468834,Canned Soup,Canned Goods,4,3.23,12.92,8.79,
09 Jan 2026,R315980,Milk,Dairy,6,8.3,49.8,₺35.46,card
01/09/26,R749415,Soda,Beverages,13,5.21,67.73,47.03,card
2026-01-09,R606397,Bread,Bakery,11,6.35,69.85,51.32,Mobile
09 Jan 2026,R191430,Bread,Bakery,20,3.95 EUR,79.0,48.78,NULL
2026-01-09,R294751,Milk,Dairy,11,5.02,NONE,38.47,Mobile
01/09/2026,R728845,Bread,Bakery,13,8.75,113.75,72.93,Mobile
09/01/26,R567554,Chips,Snacks,4,8.76,35.04 EUR,23.51,Card
09/01/26,R314942,Canned Soup,Canned Goods,1,5.4,5.40,2.81,Cash
2026-01-09,R405192,Frozen Pizza,Frozen,10,4.97,49.7,35.8%,Mobile
09-01-2026,R875272,Canned Soup,Canned Goods,5,5.31 TRY,26.55,17.37,-
2026/01/09,R878498,Chips,Snacks,16,7.7,123.2,73.63,
09/01/2026,R879319,Bread,Bakery,7,9.96,69.7%,55.18,
09 Jan 2026,R469753,Milk,Dairy,2,9.09,NA,"12,40",Card
null,R758459,Bread,Bakery,8,1.26,10.08,6.85,Card
2026-01-09,R415575,Milk,Dairy,3,6.03,18.09,14.05,
01/09/26,R568787,Bread,Bakery,2,6.10,12.2%,9.43,--
01/09/2026,R609628,Canned  Soup,Canned Goods,17,9.47,160.99,87.76,NONE
09/01/26,R921498,Milk,Dairy,17,8.83,£150.11,94.7%,card
09.01.2026,R877772,Frozen Pizza,Frozen,3,4.03,12.09,7.27,CASH
NA,R242847,Chips,Snacks,4,7.08,28.32,17.04,Mobile
09-01-2026,R486156,Soda,Beverages,14,7.41,103.74,53.15,Mobile
"Jan 09, 2026",R384698,Canned Soup,Canned Goods,17,₺1.70,28.9,14.99,Mobile
01/09/26,R140409,Cereal,Breakfast,6,4.33,"25,98",19.84,card
09/01/2026,R557574,Frozen Pizza,Frozen,10,8.87,88.7,68.1,Mobile
01/09/26,R869903,Milk,Dairy,19,4.1%,77.33,null,card
09-01-2026,R389726,Chips,Snacks,10,₺2.12,21.2,"11,58",Cash
09/01/2026,R544557,Cereal,Breakfast,2,1.5,"3,00",1.8%,-
01/09/26,R473420,Frozen Pizza,Frozen,7,2.83,19.81,14.63,
01/09/2026,R198031,Soda,Beverages,19,"1,82",34.58,22.51,
2026-01-09,R648942,Canned Soup,Canned Goods,15,6.25,93.75,53.15,Mobile
09-01-2026,R281625,Canned Soup,Canned Goods,17,5.9%,100.64,69.83,Cash
10-01-2026,R669736,Bread,Bakery,2,"6,50",13.0,7.24,Card
10 Jan 2026,R910470,Chips,Snacks,17,2.53,43.01,29.95,
10 Jan 2026,R556093,Chips,Snacks,8,7.73,61.84,35.98,CASH
10-01-2026,R563830,Soda,Beverages,5,"7,55",37.75,23.55,NA
10/01/2026,R420817,Frozen Pizza,Frozen,11,5.66,62.26,43.89,card
01/10/2026,R305504,Soda,Beverages,13,8.34,108.42,61.28,card
10/01/2026,R793410,Bread,Bakery,5,6.64,33.2,24.49,Cash
10/01/26,R911113,Milk,Dairy,5,6.19,£30.95,22.82,Card
2026/01/10,R443784,Chips,Snacks,3,2.83,8.49,5.3,Cash
01/10/2026,R514815,Frozen Pizza,Frozen,11,7.08,77.9%,49.44,CASH
10 Jan 2026,R472382,chips,Snacks,14,3.35,46.9,27.04,Cash
01/10/26,R197190,Cereal,Breakfast,9,2.6,23.40,12.13,Card
N/A,R756312,Canned Soup,Canned Goods,12,7.04,84.48,58.9,CASH
01/10/26,R825445,Milk,Dairy,6,8.5,51.0,36.36,null
10/01/26,R380254,Cereal,Breakfast,9,2.16,19.44,10.91,Card
10/01/2026,R940720,Cereal,Breakfast,10,6.22,62.2,45.41,card
2026-01-10,R724257,Soda,Beverages,17,8.39 EUR,142.63,73.23,Cash
01/10/2026,R565011,Milk,Dairy,4,4.61,"18,44",12.47 USD,Card
null,R362717,Cereal,Breakfast,3,"2,62",7.86,4.93,
10/01/2026,R108091,soda,Beverages,11,2.35,25.85,16.47,card
10 Jan 2026,R575676,Frozen Pizza,Frozen,14,5.95,83.3,42.69,Mobile
2026/01/10,R185879,Canned Soup,Canned Goods,7,8.29,NONE,"45,93",Mobile
10 Jan 2026,R886302,Chips,Snacks,11,$5.26,57.86,29.9,card
2026/01/10,R203312,SODA,Beverages,11,7.65,84.15,56.55,
2026-01-10,R103038,Milk,Dairy,10,"4,52",45.20,27.55 TRY,card
01/10/26,R277856,Canned Soup,Canned Goods,10,$2.08,none,15.21,N/A
10/01/2026,R576067,Frozen Pizza,Frozen,8,8.76,70.08,54.39,CASH
2026/01/10,R965397,Chips,Snacks,12,1.33,15.96,10.87,Cash
10.01.2026,R857787,Cereal,Breakfast,13,6.46,83.98,55.80,
--,R993902,Chips,Snacks,12,7.34,88.1%,65.22,card
01/10/2026,R530618,CHIPS,Snacks,12,1.06,12.72,7.36,card
01/10/26,R780896,cereal,Breakfast,13,8.09,105.17,NA,card
nan,R799377,Cereal,Breakfast,19,"1,03",19.57,13.05,
10 Jan 2026,R778931,Chips,Snacks,15,8.41 USD,126.15,95.29,Cash
01/10/26,R957143,Frozen Pizza,Frozen,20,9.2%,183.60 EUR,108.65,Mobile
10 Jan 2026,R589659,Soda,Beverages,4,9.74,38.96 EUR,23.79,card
10.01.2026,R623371,Cereal,Breakfast,17,4.74,80.58,51.72,card
"Jan 10, 2026",R888241,milk,Dairy,12,8.77,105.24,72.01,
01/11/26,R540641,Cereal,Breakfast,2,8.58,17.16,11.73,Cash
"Jan 11, 2026",R492074,Canned Soup,Canned Goods,7,2.90 TRY,20.30,11.6%,n/a
11 Jan 2026,R719593,Soda,Beverages,11,2.6,28.60,20.22,Card
2026/01/11,R108467,Canned Soup,Canned Goods,7,3.61,25.27,€15.43,card
"Jan 11, 2026",R918911,Canned Soup,Canned Goods,9,7.17,64.53,47.97,Mobile
2026/01/11,R133195,Bread,Bakery,15,3.7%,55.65,"29,06",Mobile
11.01.2026,R306652,Milk,Dairy,15,2.42,36.3,24.9%,Card
11.01.2026,R940816,Chips ,Snacks,18,4.4%,79.2,59.24,Mobile
2026-01-11,R211992,Frozen Pizza,Frozen,3,1.14,3.42,1.86,Card
01/11/26,R357341,Cereal,Breakfast,3,5.54,16.62,12.68,null
11/01/2026,R977779,Soda,Beverages,7,5.76,40.32,29.80 USD,card
11 Jan 2026,R753245,Cereal,Breakfast,6,4.46,26.76,$15.80,CASH
2026/01/11,R973673,Milk,Dairy,5,6.97,34.85,23.38,
11 Jan 2026,R299109,Chips,Snacks,2,7.49,"14,98",7.72,NA
NA,R453826,Bread,Bakery,9,€6.69,60.21,43.44,
01/11/26,R938991,Frozen Pizza,Frozen,3,"5,76",17.28,13.59,
2026/01/11,R286310,Soda,Beverages,14,7.27,101.78,77.74,Card
11.01.2026,R215509,Soda,Beverages,19,2.60,49.4,25.97,CASH
2026-01-11,R226569,Cereal,Breakfast,3,2.95,8.85,5.79,card
11/01/26,R509997,Cereal,Breakfast,1,1.97,1.97,1.16,
11.01.2026,R827553,Canned Soup,Canned Goods,10,5.89,$58.90,41.66,card
11/01/26,R904784,BREAD,Bakery,11,2.72,29.92,16.3,Cash
11-01-2026,R918265,SODA,Beverages,6,5.89,35.34,27.57,--
01/11/2026,R749151,Soda,Beverages,8,9.44,75.52,59.68,Cash
"Jan 11, 2026",R610441,Milk,Dairy,19,7.76,147.44,95.55,Mobile
01/11/26,R849401,Bread,Bakery,2,5.04,10.08,"6,06",NONE
01/11/26,R286522,Milk,Dairy,10,8.2%,81.80,60.64,
11/01/26,R704565,Cereal,Breakfast,14,7.8%,108.78,85.51,Card
11-01-2026,R469394,Frozen Pizza,Frozen,7,9.73,68.11,46.86,CASH
2026/01/12,R361563,Cereal,Breakfast,8,1.71,"13,68",9.36,Cash
01/12/26,R739024,Chips,Snacks,2,4.12,n/a,6.13 EUR,
01/12/26,R475812,Chips ,Snacks,7,8.04,56.28,35.84,
NONE,R742078,cereal,Breakfast,9,5.97,€53.73,38.79,Mobile
2026/01/12,R869795,Bread,Bakery,19,4.72,89.68,62.58,Card
"Jan 12, 2026",R984241,Cereal,Breakfast,11,7.61,83.71,48.18,card
12/01/26,R955646,Cereal,Breakfast,15,€8.82,132.3,104.16,card
01/12/2026,R562669,Frozen Pizza,Frozen,19,7.75,147.25,89.23,null
01/12/2026,R352431,Canned Soup,Canned Goods,14,3.20,44.8,"33,91",
2026-01-12,R146695,  Frozen Pizza  ,Frozen,11,8.03,-,59.57,Mobile
"Jan 12, 2026",R772692,Milk,Dairy,10,1.68,16.8,9.67,
12.01.2026,R796560,Milk,Dairy,6,7.84,nan,27.49,CASH
12/01/2026,R308957,milk,Dairy,7,3.76,26.3%,14.18,Cash
2026/01/12,R543823,Soda,Beverages,11,9.64,106.04,67.5,Mobile
12/01/26,R990233,Frozen Pizza,Frozen,15,2.17,32.55,17.11,
01/12/26,R334048,Chips,Snacks,14,5.29 EUR,74.06,46.76,Cash
12/01/2026,R776541,Frozen Pizza,Frozen,6,1.38,8.28,5.4,
2026/01/12,R607993,Chips,Snacks,8,3.52,28.16,18.63,Mobile
12-01-2026,R711874,Canned Soup,Canned Goods,11,6.58,72.4%,55.89,
2026/01/12,R306799,Frozen Pizza,Frozen,19,3.85,73.15,,Mobile
12/01/26,R842608,Frozen Pizza,Frozen,9,2.67,24.0%,16.97,card
2026-01-12,R876226,Chips ,Snacks,15,5.21,78.15,61.76,null
"Jan 12, 2026",R484891,Milk,Dairy,1,9.33,9.33,4.73,CASH
01/12/2026,R554456,canned soup,Canned Goods,1,9.03,9.03,5.27,CASH
NULL,R264658,Soda,Beverages,16,1.53,24.48,14.14,--
12.01.2026,R729899,Cereal,Breakfast,2,7.24,14.48,10.11,
12.01.2026,R523565,Frozen Pizza,Frozen,2,7.79,"15,58",10.78 EUR,
12.01.2026,R474628,Milk,Dairy,10,"5,20",52.0,30.41,Card
12-01-2026,R864241,Cereal,Breakfast,12,1.87,22.4%,none,NULL
12/01/2026,R720623,Soda,Beverages,13,£8.25,107.2%,€68.71,Cash
01/12/2026,R778144,Bread,Bakery,5,1.25,6.25,3.15,Mobile
12 Jan 2026,R213946,Cereal,Breakfast,15,6.89,103.35,81.01,Cash
2026/01/12,R661318,Soda,Beverages,20,6.14,₺122.80,83.91,card
01/12/26,R341161,Chips,Snacks,17,2.15,36.55,25.31,CASH
"Jan 12, 2026",R431509,Canned Soup,Canned Goods,2,7.24,14.48,11.36,Cash
12.01.2026,R837929,Frozen Pizza,Frozen,17,1.79,30.43,21.48,Card
12 Jan 2026,R695905,Chips,Snacks,16,5.34,85.44,"50,03",Cash
12.01.2026,R784955,Canned Soup,Canned Goods,5,4.51,22.55 EUR,14.97,CASH
12/01/2026,R892373,Bread,Bakery,19,1.91 USD,36.29,19.47,
12/01/2026,R840988,Canned Soup,Canned Goods,20,8.69,173.80,129.36,Mobile
01/12/26,R633217,Milk,Dairy,4,"7,17",28.7%,21.0,Card
12.01.2026,R452450,Soda,Beverages,9,"9,44",84.96,54.2,
12/01/2026,R616960,Soda,Beverages,20,7.29,145.8,112.08,Mobile
"Jan 12, 2026",R528505,Soda,Beverages,5,4.96,£24.80,"13,19",card
2026-01-12,R467227,SODA,Beverages,1,7.9,7.90,4.61,Cash
"Jan 12, 2026",R917725,Frozen Pizza,Frozen,5,5.79,28.95,19.7%,Mobile
01/12/2026,R850205,Chips,Snacks,16,5.33,"85,28","49,62",Card
12.01.2026,R830761,Milk,Dairy,20,4.76,95.2%,68.91,CASH
12-01-2026,R168674,Canned Soup,Canned Goods,13,9.74,126.62 USD,null,
13-01-2026,R388523,Bread,Bakery,19,9.89,187.91,96.87,Card
13/01/26,R850971,  Frozen Pizza  ,Frozen,10,5.65 TRY,56.5,29.13,
13.01.2026,R464033,  Bread  ,Bakery,16,2.36,37.76,19.19,NA
2026/01/13,R220573,Frozen Pizza,Frozen,11,6.1%,"67,43",49.34,Mobile
01/13/2026,R933927,Chips,Snacks,20,1.27,25.4,13.98,card
13/01/26,R454507,Bread,Bakery,8,9.39,75.12,38.62,CASH
01/13/2026,R626075,Bread,Bakery,19,4.05 USD,76.95,55.86,card
2026-01-13,R815106,Soda,Beverages,4,5.86,23.44,12.6,none
13 Jan 2026,R570949,Soda,Beverages,13,2.32,"30,16",19.49,Cash
13.01.2026,R750740,Bread ,Bakery,15,6.0,90.0,63.33,
01/13/26,R571876,Bread,Bakery,2,4.56,9.12,6.78,
13/01/26,R254371,Soda,Beverages,7,"5,09",35.63,18.37,Mobile
13 Jan 2026,R924566,Soda,Beverages,8,9.88 TRY,79.04 USD,49.92,n/a
2026/01/13,R914024,Chips,Snacks,19,2.26,42.94,22.12,card
13/01/2026,R485257,Milk,Dairy,12,"4,50",54.00,34.8%,CASH
13-01-2026,R527047,Frozen Pizza,Frozen,10,2.63,26.3,19.27,card
13/01/26,R379935,Bread,Bakery,7,1.28,"8,96",6.9,CASH
none,R495656,frozen pizza,Frozen,20,9.98,199.6,126.38,Cash
13.01.2026,R306543,Cereal,Breakfast,8,3.23,25.84,16.37,CASH
"Jan 13, 2026",R938851,Chips,Snacks,3,6.94,20.82,14.39,CASH
01/13/2026,R612788,Bread,Bakery,11,3.29,36.19,22.16,CASH
01/13/2026,R314910,Milk,Dairy,3,3.26,9.78,"7,02",Cash
13.01.2026,R853270,Canned Soup,Canned Goods,19,8.51,N/A,106.27,Mobile
2026-01-13,R411113,Canned Soup,Canned Goods,9,9.31,83.79,50.72,Mobile
"Jan 13, 2026",R888356,Canned Soup,Canned Goods,19,8.54,162.26,109.2,card
01/13/26,R556959,Soda,Beverages,16,7.48,119.68,73.7%,NONE
13/01/26,R479390,Soda,Beverages,6,1.64 USD,9.84 TRY,5.99,Cash
"Jan 13, 2026",R246478,Chips,Snacks,20,2.53,50.6,37.85,Cash
13/01/2026,R213764,Cereal,Breakfast,14,2.82,39.48,"20,18",Card
13/01/2026,R460293,CEREAL,Breakfast,17,3.37,57.3%,29.01,Card
"Jan 13, 2026",R847235,Chips,Snacks,20,5.12,102.4,58.97,Card
01/13/26,R472665,Frozen Pizza,Frozen,8,3.95,31.6,24.98,NULL
13/01/2026,R912555,Frozen Pizza,Frozen,18,4.94,88.92,51.14,
13/01/26,R397750,  Frozen Pizza  ,Frozen,14,2.16,30.24,22.93,card
"Jan 14, 2026",R952691,Soda ,Beverages,4,5.37,21.48 TRY,14.54,Card
2026-01-14,R764704,Bread,Bakery,20,3.82,76.4,54.71 USD,Mobile
14-01-2026,R811053,Soda,Beverages,13,€2.54,33.02,19.53,nan
01/14/26,R893475,Canned Soup,Canned Goods,5,3.59,,12.92,CASH
01/14/26,R322673,Soda,Beverages,3,7.05,21.15,16.2%,
14-01-2026,R190218,  Milk  ,Dairy,6,5.64,33.84,25.6,Cash
14.01.2026,R562250,Bread,Bakery,15,5.36,80.4%,₺56.34,card
14/01/2026,R456081,Chips,Snacks,5,4.99,24.9%,16.04,card
14/01/2026,R317783,Milk,Dairy,19,2.95,56.05,41.0,Cash
14.01.2026,R951817,Cereal,Breakfast,8,6.73,53.84,36.12,
2026/01/14,R430362,Milk,Dairy,7,7.34,$51.38,38.52,
2026/01/14,R727090,Bread,Bakery,10,8.22,82.2,43.18,-
01/14/26,R197417,Frozen Pizza,Frozen,9,8.51,"76,59","42,65",NA
2026/01/14,R801134,Milk,Dairy,1,6.68,6.68 EUR,₺4.27,card
2026/01/14,R639470,Bread,Bakery,20,9.24,184.8,102.84,Mobile
14 Jan 2026,R768700,Chips,Snacks,16,9.39,150.2%,£115.00,CASH
14 Jan 2026,R870542,Milk,Dairy,10,8.38,83.8,50.79,CASH
14 Jan 2026,R476412,Bread,Bakery,15,3.81,57.15,32.07,card
14.01.2026,R640894,Canned Soup,Canned Goods,12,"9,22",110.64,68.88,
14-01-2026,R575171,Milk,Dairy,3,1.08,3.24,1.78,Mobile
14/01/26,R249677,  Milk  ,Dairy,16,4.57,₺73.12,37.55 USD,Card
14.01.2026,R695345,Cereal,Breakfast,7,4.26,"29,82",21.7%,Mobile
14-01-2026,R791253,Milk,Dairy,18,3.34,60.12,38.37,card
2026-01-14,R813039,Soda,Beverages,16,4.63,74.08 TRY,52.31,Card
"Jan 14, 2026",R931265,Frozen Pizza,Frozen,10,2.89,28.9%,18.0%,card
01/14/26,R846171,Canned Soup,Canned Goods,5,2.9,14.50 TRY,11.22,
14.01.2026,R728616,Frozen Pizza,Frozen,9,5.21,46.89,26.15,Cash
"Jan 14, 2026",R746000,Chips,Snacks,3,5.92,17.76,14.1,Mobile
14 Jan 2026,R751777,Soda,Beverages,9,6.44,57.96,46.11,CASH
14-01-2026,R380866,Chips,Snacks,3,3.07,"9,21",5.43,card
nan,R265415,Canned Soup ,Canned Goods,3,8.24 TRY,24.72,17.15,n/a
14-01-2026,R354139,Bread,Bakery,3,4.47,13.41,7.09,Card
N/A,R291818,Chips,Snacks,7,7.11,$49.77,29.23,Card
14/01/2026,R585400,Canned Soup,Canned Goods,1,9.08,,7.12,
14/01/2026,R427801,Soda,Beverages,7,8.39,58.73,"32,43",Cash
01/14/2026,R134790,Chips,Snacks,10,4.92,49.2,26.3,card
14/01/2026,R287402,Bread,Bakery,2,6.61,13.22,9.21,Mobile
14 Jan 2026,R267958,Milk,Dairy,4,4.42,"17,68",12.45,Card
"Jan 14, 2026",R812647,Frozen  Pizza,Frozen,2,8.96,17.92,9.43,Card
NONE,R200506,Cereal,Breakfast,3,4.61,13.83,9.01,
2026/01/14,R318854,Canned Soup,Canned Goods,13,8.87,115.31,83.74,Mobile
2026-01-14,R653247,Bread,Bakery,10,9.51,95.1,47.89,CASH
2026-01-14,R782005,Soda,Beverages,6,5.93 TRY,35.58,22.20 TRY,Mobile
01/14/26,R564195,Soda,Beverages,10,8.48,--,51.04,Card
14/01/26,R132541,  Frozen Pizza  ,Frozen,5,5.9%,"29,70",$19.88,Card
2026-01-14,R800756,Canned Soup,Canned Goods,2,4.27 TRY,8.5%,4.73,Mobile
14.01.2026,R969750,Canned  Soup,Canned Goods,12,9.45,113.4,85.88,Card
14.01.2026,R960824,Frozen Pizza,Frozen,20,"1,23",24.6,16.98,Cash
01/14/26,R260724,Frozen Pizza,Frozen,14,5.5,77.0,54.6%,Cash
2026-01-14,R363803,Chips,Snacks,14,3.76,52.64,27.51,Mobile
01/14/2026,R657963,Soda,Beverages,8,"3,75",30.00 TRY,19.54,
2026/01/14,R834619,Canned Soup,Canned Goods,18,5.27,94.86,54.14,Card
14.01.2026,R659641,Frozen Pizza,Frozen,1,2.47,"2,47",1.9,CASH
14 Jan 2026,R274086,Milk,Dairy,15,3.24,48.60,"32,42",card
14/01/2026,R530976,Milk,Dairy,16,3.24,51.84,41.06,Card
14 Jan 2026,R322067,Milk,Dairy,9,8.0%,72.18,"38,62",Card
14.01.2026,R313265,Cereal,Breakfast,17,6.01,102.2%,56.66,Mobile
14.01.2026,R288357,Soda,Beverages,5,1.8%,8.80,4.68,Mobile
14 Jan 2026,R402276,  Cereal  ,Breakfast,10,4.41,44.1,28.74,Card
2026/01/14,R351517,Canned Soup,Canned Goods,15,2.56,"38,40",24.28,
--,R952247,Bread,Bakery,15,3.84,57.60,30.86,Card
14 Jan 2026,R276151,Milk,Dairy,9,3.92,35.28,19.72,
NA,R757095,Frozen Pizza,Frozen,2,9.89,19.78,13.66,Mobile
2026-01-14,R545372,Frozen Pizza ,Frozen,15,9.22,138.3,94.34,Cash
01/14/26,R667419,Soda,Beverages,15,"1,75",none,17.7,card
2026-01-14,R991779,Cereal,Breakfast,17,9.66,$164.22,113.58,CASH
14.01.2026,R978861,Chips,Snacks,13,6.56,85.28,63.48,Cash
01/14/26,R386534,Soda,Beverages,13,1.12,14.56,9.4%,Mobile
"Jan 14, 2026",R702702,Soda,Beverages,16,7.28,116.48,65.69,CASH
14/01/26,R208398,Cereal,Breakfast,20,6.77,135.40 EUR,102.17,
14 Jan 2026,R749039,Cereal,Breakfast,9,8.36,"75,24",42.81,CASH
01/14/2026,R191302,  Chips  ,Snacks,14,7.45,104.3,78.89,CASH
2026-01-14,R626080,Soda,Beverages,5,4.5,22.50,15.73,CASH
--,R857843,Cereal,Breakfast,20,6.70,134.0%,79.93,CASH
