WHOLESALE SALES REPORT,,,,,,,,,,
Period: Jan-Jun 2026,,,,,,,,,,
,,,,,,,,,,
Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost,,Notes,Amount
07.05.2026,INV-840364,SuperStore Inc,  Gadget Lite  ,107,24.11,"$2,579.77",2178.47,,,"$2,579.77"
05/07/2026,INV-270623,SuperStore Inc,Premium  Widget,134,103.1,13815.4,10368.88,,,13815.4
2026-05-07,INV-434454,Small  Dealer  Co,Standard Widget,95,163.42,15524.9,9603.9%,,rush order,15524.9
2026/05/07,INV-529925,SuperStore Inc,Gadget Pro,10,256.58,2565.8,1630.27,,,2565.8
07/05/26,INV-291646,MegaMart Corp ,Budget Widget,127,68.07,"£8,644.89",6974.87,,--,"£8,644.89"
2026-05-07,INV-195909,BigBuy Distribution,  Standard Widget  ,193,146.73,28318.89,17629.14,,NONE,28318.89
05/07/26,INV-242778,BigBuy Distribution,Premium Widget ,10,190.92,1909.2,1 548.29,,,1909.2
05/08/2026,INV-936185,MegaMart Corp,Premium Widget,128,39.85,"5,100.80",3609.06,,,"5,100.80"
08-05-2026,INV-943866,Small Dealer Co,Gadget Lite,115,186.07,"21,398.05","15,904.55 USD",,,"21,398.05"
08-05-2026,INV-453784,megamart corp,Budget Widget,64,272.48,17 438.72,"$13,625.54",,,17 438.72
08.05.2026,INV-285468,Small Dealer Co,Standard Widget,145,36.93,5354.85,"4.366,94",,n/a,5354.85
05/08/26,INV-451863,SuperStore Inc,Budget Widget,107,277.92,"$29,737.44",23773.55,,,"$29,737.44"
05/08/26,INV-206657,MegaMart Corp,Budget Widget,103,289.06,29773.18,19050.78,,rush order,29773.18
2026-05-09,INV-525850,MegaMart Corp,Premium Widget,35,149.56,5234.6,"3,804.91",,,5234.6
2026-05-09,INV-111089,BigBuy Distribution,Gadget Lite,69,108.24,7468.56,6198.75,,,7468.56
05/09/26,INV-456289,SMALL DEALER CO,Standard Widget,189,277.31,52411.59,32481.3,,rush order,52411.59
09/05/2026,INV-150483,Small Dealer Co,Premium Widget,82,32.27,2646.14,2139.9,,,2646.14
09/05/26,INV-414459,Small Dealer Co,Premium Widget,83,288.07,NULL,18064.1%,,rush order,NULL
2026-05-09,INV-162206,MegaMart Corp,Gadget Lite,66,297.34,19624.44,"13.427,09",,,19624.44
05/10/2026,INV-851468,MegaMart Corp,Gadget Pro,174,25.38,4416.12,NULL,,--,4416.12
10-05-2026,INV-268485,SuperStore Inc,Standard Widget,155,257.52,39915.6,27 010.46,,,39915.6
10-05-2026,INV-422662,MegaMart Corp,Budget Widget,28,158.1,"4,426.80","3,746.59",,,"4,426.80"
10/05/26,INV-365580,MegaMart Corp,Budget Widget,27,24.27,655.29,522.18,,n/a,655.29
05/10/26,INV-683515,MegaMart Corp,Standard Widget,48,268.19,12873.12,8099.28,,,12873.12
05/10/2026,INV-579800,  Small Dealer Co  ,Gadget Lite,92,260.02,23921.84,19 500.51,,,23921.84
10 May 2026,INV-834447,BigBuy Distribution,Budget Widget,143,72.23,10328.89,"6,857.96 USD",,,10328.89
10-05-2026,INV-661544,megamart corp,Standard Widget,175,242.67,42467.25,"33,183.45 TRY",,VIP,42467.25
05/10/26,INV-999762,BigBuy Distribution,Budget Widget,150,174.17,"26,125.50 USD",,,,"26,125.50 USD"
"May 11, 2026",INV-270407,Small Dealer Co,Premium Widget,165,283.93,46848.45,"34,064.92",,,46848.45
11/05/26,INV-884096,MegaMart Corp,Premium Widget,55,174.34,9588.7,"$7,227.58",,,9588.7
11.05.2026,INV-849096,MegaMart Corp,Premium Widget,117,292.7,34245.9,28737.09,,,34245.9
11 May 2026,INV-365778,SuperStore Inc,Standard Widget,43,56.56,null,1726.1%,,,null
05/11/2026,INV-727273,SuperStore Inc,Gadget Pro,10,211.01,"2,110.10 EUR",1 701.20,,VIP,"2,110.10 EUR"
11/05/26,INV-961067,Small Dealer Co,Premium Widget,184,267.37,49196.08,37952.16,,,49196.08
2026-05-12,INV-501777,Small Dealer Co,Premium Widget,110,65.42,7196.2,5338.66,,,7196.2
05/12/26,INV-907623,Small Dealer Co,Standard Widget,49,43.55,"2,133.95",-,,,"2,133.95"
12 May 2026,INV-797790,SuperStore Inc,Standard Widget,155,136.71,"€21,190.05",12 759.25,,rush order,"€21,190.05"
12 May 2026,INV-254684,BigBuy Distribution,  Standard Widget  ,177,175.35,31036.95,21109.48,,VIP,31036.95
05/12/2026,INV-483394,BigBuy Distribution,STANDARD WIDGET,192,43.7,8390.4,6294.45,,,8390.4
"May 12, 2026",INV-916171,BigBuy Distribution,Premium Widget,146,86.04,"12.561,84",8308.2%,,rush order,"12.561,84"
12.05.2026,INV-512119,BigBuy Distribution,Gadget Pro,137,112.63,15430.31,11007.7%,,,15430.31
2026/05/13,INV-294369,SMALL DEALER CO,Gadget Lite,26,140.65,3656.9,3022.38,,none,3656.9
05/13/26,INV-224427,SuperStore Inc,Gadget Pro,92,240.23,"22,101.16",15311.77,,,"22,101.16"
13.05.2026,INV-323861,SuperStore  Inc,Budget Widget,108,54.31,5865.48,4712.38,,rush order,5865.48
13/05/2026,INV-486253,Small Dealer Co,Premium  Widget,155,135.54,21008.7,"16,060.02",,,21008.7
--,INV-303419,Small Dealer Co,Gadget Lite ,33,276.52,9125.16,"₺6,745.73",,,9125.16
2026-05-13,INV-777071,MegaMart Corp,Standard Widget,187,168.13,"31,440.31 EUR",25 125.78,,,"31,440.31 EUR"
13/05/2026,INV-424207,bigbuy distribution,Premium Widget,49,247.83,12143.67,10116.98,,,12143.67
2026-05-13,INV-308099,BigBuy Distribution,Standard Widget,128,205.52,"26,306.56",22001.25,,,"26,306.56"
13-05-2026,INV-346028,SuperStore Inc ,Premium Widget,106,194.28,20593.68,"₺14,163.64",,,20593.68
14-05-2026,INV-543785,  SuperStore Inc  ,  Standard Widget  ,173,214.1,37039.3,"29,767.39",,,37039.3
14-05-2026,INV-499646,MegaMart Corp,Gadget Pro,139,118.0,16402.0,"₺9,983.73",,,16402.0
"May 14, 2026",INV-798582,MegaMart  Corp,Premium Widget,13,157.59,2048.67,1309.09,,VIP,2048.67
14/05/26,INV-117707,BigBuy Distribution,Gadget Pro,146,260.67,38057.82,"30.249,79",,,38057.82
14 May 2026,INV-291931,BigBuy Distribution,Premium Widget,74,299.2,22140.8,15200.25,,,22140.8
15-05-2026,INV-106619,SuperStore  Inc,Budget Widget,105,203.71,"21.389,55","17,647.55",,rush order,"21.389,55"
15.05.2026,INV-796223,BigBuy Distribution,Gadget Pro,68,259.9,17673.2,14800.32,,,17673.2
15 May 2026,INV-855373,SuperStore Inc,Gadget  Pro,156,251.89,"39,294.84 USD","28,228.69",,VIP,"39,294.84 USD"
05/15/2026,INV-163122,MegaMart Corp,Budget Widget,29,178.54,"5,177.66",4295.27,,--,"5,177.66"
05/15/26,INV-523135,MegaMart Corp,Gadget Pro,45,25.08,"1,128.60 USD",724.77,,,"1,128.60 USD"
15/05/26,INV-660741,Small Dealer Co,Gadget Pro,113,30.17,"3,409.21 USD","€2,859.38",,,"3,409.21 USD"
15 May 2026,INV-444788,Small Dealer Co,Gadget Lite,176,172.52,30363.52,20893.27,,VIP,30363.52
15.05.2026,INV-690390,SuperStore Inc,Budget Widget,17,287.07,"4,880.19",NONE,,,"4,880.19"
15 May 2026,INV-464441,  BigBuy Distribution  ,Gadget Pro,132,21.93,2 894.76,"1,773.00",,,2 894.76
"May 15, 2026",INV-182919,MegaMart Corp,Gadget Pro,75,260.21,19515.75,11870.58,,,19515.75
15-05-2026,INV-547287,BigBuy Distribution,premium widget,45,179.41,8073.45,5611.36,,,8073.45
2026/05/15,INV-890331,SuperStore Inc,Budget Widget,30,258.93,7767.9,5853.27,,,7767.9
05/16/26,INV-382737,SuperStore Inc,Budget Widget,88,218.53,"19.230,64",15315.11,,,"19.230,64"
16/05/26,INV-710939,BigBuy Distribution,Gadget Pro,14,167.23,2341.22,1800.41,,NULL,2341.22
16.05.2026,INV-760914,MegaMart Corp,Budget Widget,73,64.15,4682.95,NONE,,none,4682.95
2026-05-16,INV-248305,BigBuy Distribution,GADGET PRO,96,152.33,"14,623.68",10 915.13,,,"14,623.68"
16/05/26,INV-551143,MegaMart Corp,Budget Widget,44,238.06,10474.6%,6819.1,,,10474.6%
16 May 2026,INV-265225,superstore inc,Premium Widget,27,93.11,"2.513,97",NULL,,,"2.513,97"
16/05/26,INV-971571,Megamart Corp,Standard Widget,73,74.57,"5.443,61",3888.81,,,"5.443,61"
17-05-2026,INV-139363,BigBuy Distribution,Premium Widget,191,218.2,41676.2,"26,473.43",,VIP,41676.2
05/17/2026,INV-645588,SuperStore Inc,Budget Widget,91,36.36,3308.76,"2,174.17",,,3308.76
2026/05/17,INV-955412,SuperStore Inc,Standard Widget,12,58.16,697.92,"442,21",,,697.92
"May 18, 2026",INV-278915,Small Dealer Co,Gadget Pro,46,237.25,10913.5,8211.5%,,NULL,10913.5
05/18/2026,INV-271344,MegaMart Corp,  Standard Widget  ,65,95.84,"6,229.60",5167.3,,VIP,"6,229.60"
18.05.2026,INV-534026,BigBuy Distribution,Standard Widget,23,266.7,6134.1,"3,770.16 TRY",,,6134.1
2026-05-19,INV-941654,SuperStore Inc,Gadget Lite,77,34.01,2618.77,"1,806.79 TRY",,,2618.77
19/05/2026,INV-190127,BigBuy Distribution,Gadget Lite,108,130.38,14081.04,"10.327,66",,,14081.04
2026-05-19,INV-936698,megamart corp,Premium Widget,145,148.21,N/A,15653.17,,,N/A
19 May 2026,INV-884794,SuperStore Inc,Standard Widget,100,49.0,4900.0%,4130.24,,,4900.0%
2026-05-20,INV-825987,SuperStore Inc,STANDARD WIDGET,152,147.23,"₺22,378.96",14342.39,,,"₺22,378.96"
20 May 2026,INV-903162,SuperStore Inc,Gadget Lite,61,293.33,--,null,,,--
"May 20, 2026",INV-622199,BigBuy  Distribution,Gadget Lite,28,191.38,"₺5,358.64","4.387,33",,,"₺5,358.64"
2026/05/20,INV-905940,Bigbuy Distribution,Gadget Pro,53,64.81,"3,434.93","$2,368.98",,rush order,"3,434.93"
20/05/2026,INV-451508,SuperStore Inc,Gadget Pro,20,62.46,1 249.20,₺848.75,,,1 249.20
20/05/2026,INV-285367,MegaMart  Corp,Budget  Widget,175,207.27,36272.25,24843.25,,,36272.25
20/05/2026,INV-900667,MegaMart  Corp,Standard Widget,54,238.99,12905.5%,8943.85,,rush order,12905.5%
"May 21, 2026",INV-356431,BigBuy Distribution,Premium Widget,77,175.76,13533.52,8 318.00,,,13533.52
21 May 2026,INV-947944,BigBuy Distribution ,Budget Widget,198,288.73,"57,168.54",43416.73,,,"57,168.54"
05/21/26,INV-568203,SuperStore Inc,STANDARD WIDGET,29,74.13,2149.77,1299.06,,VIP,2149.77
05/21/2026,INV-840536,Small  Dealer  Co,Standard Widget,160,190.63,30500.8,NULL,,,30500.8
2026-05-21,INV-472536,megamart corp,Premium Widget,11,117.39,"1,291.29",838.28,,,"1,291.29"
05/21/2026,INV-984826,SuperStore Inc,Gadget Lite,116,255.89,29683.24,22 380.75,,,29683.24
21 May 2026,INV-285632,SuperStore Inc,Gadget Lite,138,190.64,"26,308.32 EUR",18319.57,,nan,"26,308.32 EUR"
05/21/2026,INV-583484,Small Dealer Co,Gadget Pro,36,89.39,"€3,218.04",2375.03,,,"€3,218.04"
n/a,INV-648034,MegaMart Corp,Gadget Lite,145,153.52,"22,260.40 EUR",17297.71,,,"22,260.40 EUR"
21.05.2026,INV-466942,BigBuy Distribution,Premium Widget,73,235.69,"17,205.37 TRY",12995.09,,,"17,205.37 TRY"
21-05-2026,INV-423011,SuperStore Inc,Gadget Pro,198,209.16,41 413.68,35105.09,,,41 413.68
21.05.2026,INV-165985,SuperStore Inc,Gadget Lite,97,111.32,"10,798.04 TRY","$8,104.86",,,"10,798.04 TRY"
22-05-2026,INV-941721,Small Dealer Co,Gadget Lite,134,26.05,3490.7,2097.8%,,VIP,3490.7
2026-05-22,INV-930823,BigBuy Distribution,Gadget Lite,38,135.07,5132.66,"3,390.80",,rush order,5132.66
05/22/2026,INV-383702,SuperStore Inc,Gadget Lite,179,199.2,35656.8,"₺28,580.74",,,35656.8
22/05/2026,INV-680210,  BigBuy Distribution  ,Gadget Lite,101,165.62,16727.62,"13,257.36",,,16727.62
2026-05-22,INV-474799,Small Dealer Co,Budget Widget,70,24.08,1685.6,1401.3%,,,1685.6
22/05/26,INV-595037,Bigbuy Distribution,Gadget Pro,34,176.23,5991.82,4744.4,,,5991.82
2026-05-22,INV-512504,Small Dealer Co,standard widget,174,245.02,42633.48,"25.912,95",,,42633.48
22 May 2026,INV-600890,BigBuy Distribution,Gadget Pro,180,116.02,20883.6,14733.06,,,20883.6
22 May 2026,INV-418320,BigBuy Distribution,Standard Widget,118,235.07,"27.738,26",17920.56,,,"27.738,26"
2026/05/22,INV-328758,Bigbuy Distribution,Gadget Lite,185,239.93,"44.387,05",30764.28,,rush order,"44.387,05"
23.05.2026,INV-662111,MegaMart Corp,Standard Widget,10,227.49,2274.9,"1,589.24 USD",,,2274.9
2026/05/23,INV-744819,SuperStore Inc,Gadget Lite,168,117.02,"19,659.36",13373.2%,,N/A,"19,659.36"
23.05.2026,INV-559654,Small Dealer Co,Premium Widget,27,35.33,953.91,790.85 EUR,,,953.91
"May 23, 2026",INV-635345,  BigBuy Distribution  ,Gadget Lite,38,253.31,9625.78,7806.76,,,9625.78
05/24/2026,INV-603231,SuperStore Inc ,PREMIUM WIDGET,59,54.95,"₺3,242.05",2121.74,,VIP,"₺3,242.05"
24/05/26,INV-152431,Small Dealer Co,Gadget Lite,60,22.7,"$1,362.00","1,098.86",,,"$1,362.00"
24 May 2026,INV-243184,MegaMart Corp ,Premium Widget,101,138.96,"14,034.96 EUR",10099.44,,rush order,"14,034.96 EUR"
24-05-2026,INV-705489,BigBuy Distribution,Gadget Lite,106,196.15,20791.9,14710.33,,n/a,20791.9
05/24/26,INV-859375,SuperStore Inc,Premium Widget,185,218.48,"40,418.80",25905.68,,n/a,"40,418.80"
24/05/2026,INV-562534,BigBuy Distribution,Gadget Pro,122,67.8,8271.6%,6846.48,,,8271.6%
NONE,INV-887074,Small Dealer Co,Gadget Lite,197,170.87,"£33,661.39",25753.77,,,"£33,661.39"
24/05/26,INV-458318,BigBuy Distribution,Gadget Lite,77,279.12,"21,492.24 USD",17252.28,,,"21,492.24 USD"
"May 24, 2026",INV-590744,MegaMart Corp,Gadget Pro,30,181.87,NA,4105.38,,,NA
24 May 2026,INV-120945,MegaMart Corp,Gadget Lite,104,108.37,11270.5%,--,,,11270.5%
2026-05-24,INV-701848,MegaMart Corp ,Premium Widget,157,87.52,13740.64,10252.21,,,13740.64
25 May 2026,INV-246654,BigBuy Distribution,gadget lite,146,243.33,"£35,526.18","28,914.63 USD",,,"£35,526.18"
25.05.2026,INV-572239,MegaMart Corp,Gadget Pro,65,213.26,NONE,10083.34,,VIP,NONE
25/05/26,INV-351641,MegaMart Corp,Standard Widget,176,113.61,19995.36,"13,925.94",,,19995.36
26 May 2026,INV-180261,SuperStore Inc,Gadget Pro,126,27.89,3514.14,2247.7%,,rush order,3514.14
05/26/2026,INV-614237,MegaMart Corp,Premium Widget,169,299.77,"50,661.13","36,245.85",,NULL,"50,661.13"
26-05-2026,INV-122657,MegaMart Corp,Standard Widget,77,59.96,4616.92,"3,254.58",,,4616.92
26/05/26,INV-900620,Small Dealer Co,Gadget Lite,157,243.24,38188.68,26907.64,,,38188.68
2026-05-26,INV-772979,Small Dealer Co,Budget Widget,79,263.93,20850.5%,16442.67,,rush order,20850.5%
26/05/26,INV-592718,MegaMart Corp,Gadget Pro,37,232.12,8588.44,"6,954.80",,N/A,8588.44
26 May 2026,INV-124318,BigBuy Distribution,Gadget Pro,141,82.28,"11,601.48",7639.68,,,"11,601.48"
none,INV-169504,SuperStore Inc,Standard Widget,111,57.31,"€6,361.41",4237.51,,,"€6,361.41"
05/26/2026,INV-251202,MegaMart Corp,  Premium Widget  ,191,213.24,"40,728.84","31.457,60",,rush order,"40,728.84"
05/26/2026,INV-294534,Small Dealer Co,Budget Widget,17,184.47,3135.99,2458.13,,,3135.99
05/27/2026,INV-672685,BigBuy Distribution,Premium Widget ,187,200.79,37547.73,"24,537.30",,,37547.73
27-05-2026,INV-529150,Small Dealer Co,Gadget Pro,187,202.78,37919.9%,23283.65,,VIP,37919.9%
2026-05-27,INV-786134,MegaMart Corp,Gadget Lite,12,114.91,--,991.37,,VIP,--
27.05.2026,INV-879596,SuperStore Inc,Gadget Pro,51,46.19,2355.69,"1,533.67",,rush order,2355.69
05/27/2026,INV-292588,MegaMart Corp,Gadget Pro,136,51.07,6945.52,"4,457.61",,rush order,6945.52
2026-05-27,INV-318359,SuperStore Inc,  Budget Widget  ,33,201.42,"6,646.86",4013.7,,,"6,646.86"
2026/05/27,INV-217384,SMALL DEALER CO,Standard Widget,174,195.14,nan,23053.37,,,nan
28.05.2026,INV-602235,SuperStore Inc,Premium Widget,37,49.76,1841.12,1411.87,,none,1841.12
05/28/26,INV-214856,Small Dealer Co,Gadget Lite,141,208.85,29447.85,NULL,,--,29447.85
"May 28, 2026",INV-140970,Megamart Corp,Gadget Lite,135,101.64,"13.721,40","€11,136.19",,none,"13.721,40"
2026/05/28,INV-101562,SuperStore Inc,GADGET LITE,40,82.72,3308.8,"€2,783.91",,,3308.8
05/28/26,INV-194352,SuperStore Inc,standard widget,10,37.07,370.7,224.1,,,370.7
05/28/26,INV-146902,BigBuy Distribution,Premium Widget,40,133.73,"€5,349.20","3,213.06 USD",,,"€5,349.20"
28-05-2026,INV-361138,MegaMart Corp,Gadget Pro,148,242.64,,"24,570.46",,NA,
05/28/26,INV-943952,MegaMart Corp,Gadget Pro,34,222.44,7562.96,"4,999.72",,,7562.96
28.05.2026,INV-524067,SuperStore Inc,budget widget,14,72.95,"1.021,30",679.11,,rush order,"1.021,30"
05/29/26,INV-904318,SuperStore  Inc,Gadget Pro,193,35.03,6760.79,4155.45,,,6760.79
05/29/2026,INV-333066,megamart corp,Budget Widget,48,289.07,"13,875.36",9681.82,,,"13,875.36"
2026/05/29,INV-462756,Small Dealer Co,Budget Widget,14,22.36,313.04,194.7%,,,313.04
2026-05-29,INV-194089,MegaMart Corp,  Gadget Lite  ,83,206.36,17127.88,14 097.33,,,17127.88
29.05.2026,INV-427215,SuperStore Inc,Standard Widget,42,178.98,-,6371.18,,,-
29-05-2026,INV-867441,MegaMart Corp,Gadget Pro,88,203.43,"17,901.84",14741.42,,,"17,901.84"
2026-05-29,INV-634131,Small Dealer Co,Budget Widget,48,92.65,4447.2,3057.1%,,,4447.2
"May 29, 2026",INV-635441,Small Dealer Co,Gadget Pro,190,246.59,46852.1,39062.32,,,46852.1
2026/05/29,INV-385081,BigBuy Distribution,Budget Widget,131,150.78,19752.18,"12,248.92",,,19752.18
05/30/26,INV-923818,MegaMart Corp,Budget Widget,88,223.3,19650.4,16107.0%,,,19650.4
30-05-2026,INV-453750,MegaMart Corp ,Standard Widget,112,204.78,"22,935.36 USD",15346.12,,,"22,935.36 USD"
30/05/2026,INV-145867,BigBuy Distribution,Gadget Lite,138,264.84,36 547.92,26521.82,,,36 547.92
NULL,INV-620797,MegaMart  Corp,Standard Widget ,51,248.25,12660.75,8770.96,,,12660.75
30.05.2026,INV-134009,MegaMart Corp,Standard Widget,192,224.39,43082.88,35244.97,,,43082.88
05/30/2026,INV-897504,SuperStore Inc,Premium Widget,86,277.32,"23,849.52",17140.91,,,"23,849.52"
2026/05/31,INV-334311,MegaMart Corp,Gadget Lite,194,162.05,31437.7,N/A,,,31437.7
31 May 2026,INV-210922,  SuperStore Inc  ,Budget Widget,190,53.43,10151.7,7290.31,,,10151.7
31/05/2026,INV-661485,MegaMart Corp,Gadget Pro,151,213.27,"32.203,77",20216.47,,,"32.203,77"
31/05/26,INV-133006,Small Dealer Co,Standard Widget,96,254.5,24432.0,"14,905.46",,,24432.0
"May 31, 2026",INV-372191,SuperStore Inc ,Premium Widget,176,91.93,-,"13,219.31",,-,-
31/05/2026,INV-979471,Small Dealer Co,  Gadget Pro  ,15,128.9,1933.5,1374.0%,,,1933.5
05/31/26,INV-243606,BigBuy Distribution,gadget pro,47,128.75,"6,051.25",3637.42,,N/A,"6,051.25"
31/05/2026,INV-495372,BigBuy Distribution,Budget Widget,138,38.47,5308.86,3216.62,,VIP,5308.86
01 Jun 2026,INV-372185,Small  Dealer  Co,Budget Widget,188,101.42,19066.96,"14,838.46",,rush order,19066.96
"Jun 01, 2026",INV-616611,Small Dealer Co,Standard Widget,139,249.67,"34.704,13",25899.76,,null,"34.704,13"
none,INV-924985,MegaMart Corp,Budget Widget,44,85.58,"3,765.52",2609.61,,,"3,765.52"
01.06.2026,INV-891358,Small Dealer Co ,Budget Widget,198,255.92,50672.2%,"35,088.09",,VIP,50672.2%
"Jun 01, 2026",INV-804348,superstore inc,Gadget Pro,133,206.08,27408.64,16864.55,,none,27408.64
01 Jun 2026,INV-362848,Small Dealer Co ,Standard Widget,22,65.36,1437.92,924.86,,,1437.92
06/01/2026,INV-475531,Megamart Corp,Standard Widget,124,202.76,25142.24,17456.55,,,25142.24
2026/06/01,INV-918069,SuperStore Inc,Gadget Lite,65,270.07,17554.55,12425.27,,,17554.55
01.06.2026,INV-914231,SuperStore Inc,Budget Widget,76,21.69,1648.44,"1.313,89",,,1648.44
2026-06-01,INV-352958,BigBuy Distribution,Premium Widget,59,210.91,12443.69,9761.66,,VIP,12443.69
2026/06/02,INV-782883,SuperStore Inc,Budget  Widget,56,153.52,8597.12,7007.33,,VIP,8597.12
02/06/2026,INV-976133,Small Dealer Co,gadget pro,165,53.79,8875.4%,"6,416.48",,,8875.4%
02/06/2026,INV-163491,MEGAMART CORP,Gadget Pro,63,183.66,none,9275.18,,rush order,none
02.06.2026,INV-711637,MegaMart Corp,Gadget Pro,28,146.16,4092.48,"3.359,45",,,4092.48
2026-06-02,INV-666158,superstore inc,Standard Widget,57,135.72,"7,736.04",5529.02,,,"7,736.04"
06/02/2026,INV-894936,MEGAMART CORP,Standard Widget,199,131.36,26140.64,21759.65,,,26140.64
06/02/2026,INV-575652,SuperStore Inc,Gadget Pro,148,261.13,38647.24,24 734.86,,,38647.24
02/06/26,INV-110726,BigBuy  Distribution,Standard Widget,101,293.62,--,22 153.58,,,--
06/02/2026,INV-465424,superstore inc,Premium Widget,162,33.01,none,3457.46,,,none
2026-06-02,INV-337016,SuperStore Inc,Standard Widget ,62,68.53,4248.9%,3566.29,,rush order,4248.9%
02.06.2026,INV-889219,BigBuy Distribution,GADGET PRO,187,239.34,"44.756,58",NA,,,"44.756,58"
03/06/2026,INV-604493,SuperStore Inc,Premium Widget,158,36.11,5705.38,4535.89,,,5705.38
06/03/2026,INV-514736,BigBuy Distribution,Gadget Pro,160,124.07,19851.2,12705.03,,VIP,19851.2
06/03/2026,INV-835281,Megamart Corp,Gadget Pro,189,84.14,15902.46,11456.2%,,rush order,15902.46
03/06/2026,INV-165844,  Small Dealer Co  ,Premium Widget,40,145.6,5824.0,4610.35,,,5824.0
06/03/26,INV-233011,SuperStore  Inc,Budget Widget,94,119.3,"11,214.20",7619.47,,,"11,214.20"
"Jun 03, 2026",INV-616568,BigBuy Distribution,Budget Widget,43,62.93,2706.0%,1686.8,,rush order,2706.0%
"Jun 03, 2026",INV-851212,SMALL DEALER CO,Premium Widget,136,197.53,26864.08,21689.49,,,26864.08
06/04/2026,INV-118863,Small Dealer Co,Budget Widget,80,36.05,"2.884,00",2105.15,,,"2.884,00"
06/04/2026,INV-280998,BigBuy Distribution,Gadget Lite,111,155.03,17208.33,13157.76,,,17208.33
04/06/2026,INV-992423,BigBuy Distribution,Standard Widget,12,231.39,2776.68,"2,036.20",,,2776.68
04 Jun 2026,INV-100258,SuperStore Inc,Standard Widget,72,278.18,20028.96,12453.95,,,20028.96
04/06/26,INV-749264,BigBuy Distribution,Budget Widget,23,289.6,N/A,"4.598,13",,,N/A
04 Jun 2026,INV-216284,  SuperStore Inc  ,Standard Widget ,51,103.41,5273.91,3775.7,,,5273.91
04 Jun 2026,INV-791048,MegaMart Corp,  Gadget Pro  ,131,293.17,38405.27,31399.27,,,38405.27
04.06.2026,INV-221953,SuperStore Inc,Standard Widget,182,51.17,"9,312.94","7,876.51",,,"9,312.94"
2026-06-04,INV-958562,Small Dealer Co,Standard Widget,55,149.9,8244.5,6303.94,,rush order,8244.5
null,INV-400973,  Small Dealer Co  ,Budget Widget,27,152.55,4118.85,3355.16,,,4118.85
04.06.2026,INV-910246,Superstore Inc,gadget lite,123,106.14,13055.2%,10351.14,,,13055.2%
2026/06/05,INV-756221,SuperStore Inc,Budget  Widget,106,255.78,"27.112,68",17194.97,,,"27.112,68"
2026-06-05,INV-419527,Small Dealer Co,budget widget,199,284.21,NULL,36400.33,,rush order,NULL
05.06.2026,INV-534208,Small Dealer Co,Gadget Pro,198,46.28,"9.163,44",6 006.93,,,"9.163,44"
06/05/26,INV-699002,SuperStore Inc,Gadget Pro,183,265.51,48588.33,38324.27,,,48588.33
05 Jun 2026,INV-134882,MegaMart Corp ,Premium Widget ,48,146.79,7045.92,NULL,,,7045.92
06/05/2026,INV-870593,MegaMart Corp,Budget Widget,68,217.65,14800.2,"10,523.71 TRY",,N/A,14800.2
06/05/26,INV-947603,Small Dealer Co,Standard Widget,115,268.6,30889.0,22204.36,,NULL,30889.0
2026/06/05,INV-937623,Small  Dealer  Co,Premium Widget,130,230.4,29952.0,22259.14,,,29952.0
05-06-2026,INV-295893,MegaMart Corp,Budget Widget,181,198.3,35 892.30,26659.02,,,35 892.30
06/05/26,INV-956058,MegaMart Corp,Premium Widget,112,233.64,"26.167,68",19481.06,,VIP,"26.167,68"
05.06.2026,INV-740413,SuperStore Inc,Gadget Lite,135,53.6,7236.0,4620.04,,,7236.0
06/06/26,INV-825959,Small Dealer Co,Standard Widget,160,101.74,16278.4,9889.97,,rush order,16278.4
06/06/26,INV-656271,MegaMart Corp,Premium Widget,82,120.46,9877.72,7323.29,,,9877.72
06/06/2026,INV-534409,BigBuy Distribution,Standard Widget,69,177.2,12226.8,8903.04,,,12226.8
2026-06-06,INV-309414,MEGAMART CORP,Gadget Pro,108,197.52,21332.16,"17,886.21",,null,21332.16
06/06/2026,INV-654373,MegaMart Corp,Gadget Pro,39,153.27,"5,977.53 USD",4986.63,,,"5,977.53 USD"
06/06/2026,INV-772751,small dealer co,Standard Widget,150,68.68,10302.0,8422.19,,,10302.0
null,INV-981508,BigBuy Distribution,Gadget Pro,32,41.07,1 314.24,965.91,,,1 314.24
07/06/2026,INV-287320,Megamart Corp,standard widget,126,35.91,"4.524,66",3 571.55,,,"4.524,66"
07.06.2026,INV-697558,bigbuy distribution,  Premium Widget  ,179,280.52,"50,213.08",31918.0,,,"50,213.08"
07 Jun 2026,INV-368269,Small Dealer Co,Gadget Pro,190,36.46,"6,927.40",5212.9%,,,"6,927.40"
08.06.2026,INV-846900,SMALL DEALER CO,Premium Widget,104,238.09,24761.36,"$16,580.09",,,24761.36
08.06.2026,INV-694487,Small Dealer Co,Gadget Pro,48,299.74,14387.52,12088.14,,,14387.52
2026/06/08,INV-495266,  SuperStore Inc  ,Gadget Pro,44,229.58,10 101.52,8463.35,,,10 101.52
N/A,INV-359060,SuperStore Inc,Gadget Lite,160,276.15,"44,184.00 EUR",33173.37,,,"44,184.00 EUR"
2026-06-08,INV-104633,  SuperStore Inc  ,Budget Widget,22,166.51,"3.663,22",2991.87,,,"3.663,22"
06/08/26,INV-174152,BigBuy Distribution,Premium Widget,86,33.91,"2,916.26",2463.43,,rush order,"2,916.26"
08 Jun 2026,INV-411555,BigBuy Distribution,Standard Widget,40,24.67,NA,719.52,,,NA
